Firm ID,Firm Name,GP or LP,Firm Type,Firm Country,Firm Region,ESG Status,ESG Policy Date Established,Impact Investing,ESG Status Date Established,General Policy Applied to Asset Classes,Asset class specific Policy,Asset class specific Policy 2,Asset class specific Policy 3,Socially Responsible Investment,ESG Policy URL,Additional Information,Active On Pro,Internal note date,Internal note update type,Internal note note type,Asia Investor Group on Climate Change,Asian Corporate Governance Association,Australian Council of Superannuation Investors,Carbon Disclosure Project (Formerly),Ceres,Climate Action 100+,Council of Institutional Investors,ESG Research Austrailia,Eumedion,Eurosif,FAIRR,Global Impact Investing Network,Global Real Estate Sustainability Benchmark – Infrastructure,Global Real Estate Sustainability Benchmark – Real Estate,IFC Operating Principles for Impact Management,Institutional Investors Group on Climate Change,Interfaith Center on Corporate Responsibility,International Corporate Governance Network,Invest Europe Responsible Investment Roundtable,Investor Group on Climate Change,Local Authority Pension Fund Forum,Principles for Responsible Investment (PRI),Responsible Investment Association (RIA),Responsible Investment Association Australia,Sustainability Accounting Standards Board,Task Force on Climate-related Financial Disclosures,UK Sustainable Investment and Finance Association,United Nations Environment Programme Finance Initiative,United Nations Global Compact,US SIF,ESG Sub Policies Type,ESG Sub Policies Date,ESG Sub Policies Policy Link,Sub Policy 2,Sub Policy 3,Dupes?
133134,Abac Capital,GP,Private Equity Firm,Spain,West Europe,Yes,,,,,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133685,Growth Farms Australia,GP,Private Equity Firm,Australia,Australasia,Yes,,,,,N/A,,,,,,"PE,PD,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133788,RBC Royal Bank,LP,Bank,Canada,North America,Yes,,No,,,N/A,,,,https://www.rbc.com/community-social-impact/reporting-performance/index.html,"Imported from script in a initial load. Please, review it. Once done remove this comment.",,43746,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
133886,Pine Street Alternative Asset Management,LP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,,,, HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134119,Charles Schwab Investment Management,GP,Hedge Fund Manager,US,North America,Yes,,,,,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
134236,Snow Lake Capital,GP,Hedge Fund Manager,Hong Kong,Greater China,No,,No,,,N/A,,,,,,"PE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134250,GHO Capital,GP,Private Equity Firm,UK,West Europe,Yes,,,,,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134336,IS Funds,GP,Private Equity Firm,Iceland,Nordic,Yes,,,,,N/A,,,,,,"INF,NR",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134338,Hartelt Fund Management,GP,Investment Company,Netherlands,West Europe,Yes,,,,,N/A,,,No,,"Environmental Investment Services Asia does not publicly disclose an ESG policy, but does cover some of its ESG activity on the ESG section of its website.",HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134341,Jasper Ridge Partners,LP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,,,, HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134351,Permit Capital,LP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,,,, HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134496,Logan Circle Partners,GP,Hedge Fund Manager,US,North America,Yes,,,,,N/A,,,,,,"PE,VC",43704,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134505,Rockwood Private Equity,GP,Private Equity Firm,South Africa,Sub-Saharan Africa,Yes,,No,,,N/A,,,,http://www.curlew-aam.com/wp-content/uploads/2016/07/Responsible-Sourcing-Policy-.pdf,,RE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134608,Delcap Asset Management,LP,Wealth Manager,UK,West Europe,No,,No,,PE,N/A,,,No,,,"PE, HF, RE, INF, PD, NR, VC",43713,Full Update,Call-out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134618,Lord Abbett,GP,Hedge Fund Manager,US,North America,Yes,,,,,N/A,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134637,Children's Hospitals and Clinics of Minnesota,LP,Foundation,US,North America,No,,No,,"PE, HF, NR, VC",N/A,,,No,,,"PE, HF, RE, INF, PD, NR, VC",43699,Full Update,Call-out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134639,Arkkan Capital Management,GP,Hedge Fund Manager,Hong Kong,Greater China,No,,No,,,N/A,,,,https://www.aberdeenstandard.com/en/what-we-do/esg-investment,,RE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134760,Village Capital,GP,Private Equity Firm,US,North America,Unknown,,Consider as part of general strategy,,,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135121,Caravel Asset Management,LP,Family Office - Single,Hong Kong,Greater China,Yes,,Unknown,,"PE, HF, RE, INF",N/A,,,,http://www.caravel-group.com/en/?route=aboutus/mission,Caravel Asset Management outlines its ESG practices on the about section of its website and values ESG factors highly when making investment decisions.,"PE, HF, RE, INF",43744,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135191,Entropics Asset Management,GP,Hedge Fund Manager,Sweden,Nordic,Yes,,,42186,,N/A,,,No,,"Chinut Asset Management does not comply with the ESG Ethos but is open to opportunities which could include ESG practices. Moreover, some of the firm's underlying Managers are already actively engaged in ESG practices. ",HF,43760,Full Update,Call-out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135210,Church of England Pension Fund,LP,Private Sector Pension Fund,UK,West Europe,Yes,,No,,"PE, HF, RE, INF, PD, NR",N/A,,,Yes,https://www.churchofengland.org/sites/default/files/2019-01/Statement%20of%20Ethical%20Investment%20Policy%20-%20October%202018%5B1%5D.pdf,Church of England Pension Fund has shown a commitment to ESG factors as a signatory to the Principles for Responsible Investment and the  Task Force on Climate-related Financial Disclosures. ,"PE, HF, RE, INF, PD, NR, VC",43740,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
135445,Nissay Asset Management Corporation,GP,Fund of Hedge Funds Manager,Japan,Far East,Yes,,,,,N/A,,,Consider as part of general strategy,https://www.clpgroup.com/en/Sustainability-site/Report%20Archive%20%20Year%20Document/SR_Full_2018_en.pdf,CLP Group's ESG policy can be found from page 21 of its 2018 Sustainability Report.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135461,Carnegie Fonder,GP,Hedge Fund Manager,Sweden,Nordic,Yes,,,,,N/A,,,,https://www.rothschildandco.com/en/merchant-banking/responsible-investing/responsibility/MB_Responsible_Investment_Policy.pdf,,PD,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135730,Satori Alpha,LP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,,,, HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135738,Irish Life Investment Managers,GP,Fund of Hedge Funds Manager,Ireland,West Europe,Yes,,,,,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135739,AMPERE Gestion,GP,Real Estate Firm,France,West Europe,Yes,,,,,N/A,,,,https://www.makenacap.com/the-firm/esg-responsible-investing/,,"PE,RE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136001,Powell Investment Advisors,LP,Fund of Hedge Funds Manager,US,North America,No,,No,,HF,N/A,,,,,, HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136257,Hartford Funds,GP,Hedge Fund Manager,US,North America,Yes,,,,,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136355,Gemcorp Capital,GP,Hedge Fund Manager,UK,West Europe,Yes,,,,,N/A,,,Consider as part of general strategy,https://sr.nws.com.hk/pdf/en/srreport/NWS_SR2018_ENG.pdf,New World Development Company's ESG policy can be found on page 10 of its 2018 Sustainability Report.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136375,Xeraya Capital,GP,Private Equity Firm,Malaysia,Far East,Yes,,,,,N/A,,,,https://www.abacsolutions.lu/en/responsibility/,,"PE,PD,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136382,Community Capital Management,GP,Hedge Fund Manager,US,North America,Yes,,Yes - Sole focus,,,N/A,,,,,,HF,43693,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136732,Forest Company,GP,Private Equity Firm,Guernsey,West Europe,Unknown,,Consider as part of general strategy,,,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136740,Los Angeles Capital,GP,Hedge Fund Manager,US,North America,Yes,,,43525,,N/A,,,No,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136924,Ceska Sporitelna,LP,Investment Bank,Czech Republic,Central and East Europe,Yes,37257,No,,,N/A,,,,https://www.csas.cz/static_internet/en/Komunikace/Spolecenska_odpovednost/Spolecenska_odpovednost/Prilohy/cs_csr_vz_2014.pdf,"Imported from script in a initial load. Please, review it. Once done remove this comment.",,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136982,Royce & Associates,GP,Hedge Fund Manager,US,North America,Yes,,,,,N/A,,,,,,"PE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137097,Dreyfus Corporation,LP,Fund of Hedge Funds Manager,US,North America,Yes,,No,,HF,N/A,,,,https://www.bnymellon.com/us/en/what-we-do/business-insights/responsible-investing.jsp,, HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137735,Sophos Capital Management,GP,Hedge Fund Manager,US,North America,Yes,,,,,N/A,,,,,,"PE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137738,Ginjer Asset Management,GP,Hedge Fund Manager,France,West Europe,Yes,,,,,N/A,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137858,Homestead Capital,GP,Private Equity Firm,US,North America,Yes,,No,,,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138318,HLD Associés,GP,Private Equity Firm (Investor),France,West Europe,Yes,,,,,N/A,,,No,,,"PE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138341,American Century Investments,GP,Hedge Fund Manager,US,North America,Yes,,,,,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138739,Baring Asset Management,GP,Hedge Fund Manager,UK,West Europe,No,,No,,,N/A,,,No,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138774,Pleiad Investment Advisors,GP,Hedge Fund Manager,Hong Kong,Greater China,No,,No,,,N/A,,,Consider as part of general strategy,,,"PE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138830,Titanium,GP,Private Equity Firm,Russia,Central and East Europe,Yes,,,,,N/A,,,,http://entropics.se/wordpress/wp-content/uploads/2015/07/Policy-for-Responsible-Investments-Feb-2015.pdf,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138857,MFS Investment Management,GP,Hedge Fund Manager,US,North America,Yes,,,,,N/A,,,,https://www.nam.co.jp/english/responsibleinvestor/esg/index.html,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139270,LM Capital Group,GP,Infrastructure Firm,US,North America,Yes,,,,,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139611,St. Galler Pensionskasse,LP,Public Pension Fund,Switzerland,West Europe,Yes,,No,,"RE, INF, PD, NR",N/A,,,Yes,https://www.sgpk.ch/kapitalanlagen/,"St. Galler Pensionskasse incorporates ESG in its fixed income, listed equity, private debt, real estate, infrastructure, and natural resources investments. The pension fund values ESG factors highly when making investment decisions. It outlines its ESG practices on the Investments section of its website.","PE, HF, RE, INF, PD, NR",43735,Full Update,Survey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139757,Merrimac Corp,LP,Family Office - Single,US,North America,No,,No,,"PE, HF, RE, VC",N/A,,,No,,,"PE, HF, RE, INF, PD, NR, VC",43699,Full Update,Email Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140130,Sydbank,GP,Bank,Denmark,Nordic,Yes,,,,,N/A,,,No,,,"PE,VC",43724,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140371,Asian Infrastructure Investment Bank,LP,Bank,China,Greater China,Yes,42401,Unknown,43497,INF,N/A,,,,https://www.aiib.org/en/policies-strategies/_download/environment-framework/Final-ESF-Mar-14-2019-Final-P.pdf,,"PE, HF, RE, INF, PD, NR",43743,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141026,Pictet Wealth Management,GP,Wealth Manager,Switzerland,West Europe,Yes,,,,,N/A,,,,https://www.ilim.com/media/1263/ilim-esg-policy-flyer-irl.pdf,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141440,Triple P Capital,GP,Private Equity Firm,Singapore,Far East,Yes,,,,,N/A,,,,,,RE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141566,Three Hills Capital Partners,GP,Private Equity Firm,UK,West Europe,Yes,,,,,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141651,Misaki Capital,GP,Hedge Fund Manager,Japan,Far East,Yes,,,,,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141703,Meiji Yasuda Asset Management,GP,Asset Manager,Japan,Far East,Yes,,,,,N/A,,,,,,"PE,NR,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141948,APG Asset Management,LP,Investment Company,Netherlands,West Europe,Yes,,No,,,N/A,,,,https://www.apg.nl/en/asset-management/responsible-investing,"Imported from script in a initial load. Please, review it. Once done remove this comment.",,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
141959,Hannon Armstrong Capital,LP,Investment Company,US,North America,Yes,,No,,,N/A,,,,https://www.hannonarmstrong.com/wp-content/uploads/2018/10/Hannon-Armstrong-Sustainability-Investment-Policy-2018.pdf,"Imported from script in a initial load. Please, review it. Once done remove this comment.",,43746,Partial Update,Web Research,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
141968,Chongbang Group,GP,Real Estate Developer,China,Greater China,Yes,,,,,N/A,,,Yes - Sole focus,https://www.ccminvests.com/about-us/impact-esg-policy/,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142102,Tailwater Capital,GP,Infrastructure Firm,US,North America,No,,No,,,N/A,,,Yes - Bespoke investment arm/funds,https://www.axa-im.com/documents/20195/607489/AXA+IM+RI+Policy+ENG+Final+Version.pdf/e4c4eed2-bea2-c986-84be-5d671dbcb308,"AXA Investment Managers is a signatory of Principles for Responsible Investment (PRI), Task Force on Climate-related Financial Disclosures, Global Impact Investing Network and IFC Operating Principles for Impact Management. It incorporated ESG into its listed equity, fixed income, property, private equity, infrastructure and money market instruments. AXA Investment Managers does not incorporate ESG into its fund of hedge funds investments.","PE,VC",43712,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142118,SPEAR Capital,GP,Private Equity Firm,South Africa,Sub-Saharan Africa,Yes,,Unknown,,,N/A,,,Consider as part of general strategy,,,"PE,NR",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142683,Krung Thai Asset Management,GP,Infrastructure Firm,Thailand,Far East,No,,Unknown,,,N/A,,,,https://lacapm.com/files/zWa94yFLTn3h/responsible-investing-policy-statement-march-2019.pdf,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142749,ArchiMed,GP,Private Equity Firm,France,West Europe,Yes,,,,,N/A,,,,https://www.roycefunds.com/pdf/about/RI-POLICY.pdf,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142750,Brutten Global,LP,Family Office - Single,US,North America,No,,No,,"PE, HF, RE, INF, PD, NR, VC",N/A,,,No,,,"PE, HF, RE, INF, PD, NR, VC",43753,Full Update,Call-out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142968,Triada Capital,GP,Hedge Fund Manager,Hong Kong,Greater China,No,,No,,,N/A,,,,,,HF,43693,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143201,Whitehelm Capital,LP,Asset Manager,Australia,Australasia,Yes,,Unknown,,"PE, RE, INF, NR",N/A,,,,www.whitehelmcapital.com/responsible-investing/,,"PE, HF, RE, INF, PD, NR, VC",43739,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143388,Atlante Gestion,GP,Infrastructure Firm,France,West Europe,Yes,,,,,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143674,Great Lakes Advisors,GP,Wealth Manager,US,North America,Yes,,,,,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143917,Leith Wheeler Investment Counsel,GP,Wealth Manager,Canada,North America,Yes,,,,,N/A,,,No,,Homestead Capital has an ESG policy it chooses not to make public.,"PE,NR",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144001,J8 Capital Management,GP,Hedge Fund Manager,UK,West Europe,Yes,,,,,N/A,,,,,,"PE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144026,Apis Partners,GP,Private Equity Firm,UK,West Europe,Yes,,Yes - Sole focus,43374,,N/A,,,,https://institutional.americancentury.com/content/institutional/en/our-firm/investing-with-us/our-esg-approach/esg-policy.html?icid=simpleira_position2_enrollnow,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144222,Russell Wood,LP,Family Office - Single,UK,West Europe,No,,Unknown,,"PE, HF, RE, VC",N/A,,,,,,"PE, HF, RE, INF, PD, NR, VC",43707,Full Update,Call-out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144286,Fondbolaget Fondita Ab,GP,Portfolio Company,Finland,Nordic,Yes,,,,,N/A,,,No,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144360,Swire Pacific,GP,Investment Company,Hong Kong,Greater China,Yes,,No,,,N/A,,,No,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144713,HB Capital,LP,Family Office - Single,Netherlands,West Europe,Considering,,Unknown,,"PE, HF, RE, INF, PD, NR, VC",N/A,,,,,HB Capital has no ESG policy in place at present but will consider adopting one in the future.,"PE, HF, RE, INF, PD, NR, VC",43767,Full Update,Call-out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144943,Mandarin Capital,GP,Hedge Fund Manager,Hong Kong,Greater China,Yes,,,,,N/A,,,,https://www.mfs.com/en-us/what-we-do/sustainable-investing/responsible-investing-policy-statement.html,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144990,Greensoil Investments,GP,Private Equity Firm,Canada,North America,Yes,,,,,N/A,,,,,,"INF,NR",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145143,Castik Capital Group,GP,Private Equity Firm,Luxembourg,West Europe,Yes,,,,,N/A,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145355,BL General Partner,GP,Private Equity Fund of Funds Manager,Luxembourg,West Europe,Yes,,,43187,,N/A,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145370,Amati Global Investors,GP,Investment Company,UK,West Europe,Yes,,,,,N/A,,,,,,"PE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145652,KZN Growth Fund,LP,Investment Company,South Africa,Sub-Saharan Africa,Yes,,Yes,,"INF, NR",N/A,,,Yes,,KZN Growth Fund has an internal ESG policy. The investment company invests in infrastructure projects that propel socio-economic sustainable growth. More information can be found on their who are we page. ,"PE, HF, RE, INF, PD, NR",43756,Full Update,Call-out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145768,Turner Impact Capital,GP,Real Estate Firm,US,North America,Yes,,Yes - Sole focus,,,N/A,,,,,,"PE,PD,VC",,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145850,Aquila Capital,GP,Infrastructure Firm,Germany,West Europe,Yes,,,,,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146281,Ardevora Asset Management,GP,Hedge Fund Manager,UK,West Europe,Yes,,,43617,,N/A,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
